,Clusters,organization_name,naics_code
530,[324],421532 Ontario Ltd. O/A City Cabs,485310.0
531,[121],Compass Group Canada Ltd.,722310.0
532,[239],Loeb Canada Inc,445110.0
533,[394],McMaster University,611310.0
534,[1323],Metropolitan Maintenance A Division of 469006 Ontario Inc.,561722.0
535,[125],Unifor Family Education Centre,813930.0
536,[145],Metro Ontario Inc,445110.0
537,[2570],Hornepayne Community Hospital,622111.0
538,[781],American Water Canada Corp,221310.0
539,[2547],Pro-Tech Utilities,237130.0
540,[819],D C Fence & Contracting Inc.,238990.0
541,[93],Ontario Government (Her Majesty The Queen In Right of the Province of  Ontario),912130.0
542,[1182],Compass Group Canada Limited,722310.0
543,[2099],Trillium Lakelands District School Board,611110.0
544,[359],West Carleton Sand & Gravel Inc,416390.0
545,[725],TST Overland Express,484110.0
546,[547],Expercom Telecommunications,238210.0
547,[1132],Cirrus Management Contracting Limited,236210.0
548,[84],Alcon Construction,238140.0
549,[1353],Accessible Community Counselling And Employment Services,624190.0
550,[1444],Clc Construction Ltd,237990.0
551,[1125],Simcoe Muskoka Catholic District School Board,611110.0
552,[27],Aramark Canada Ltd.,722310.0
553,[2048],Versacold Logistics Services,493120.0
554,[1079],Revera Long Term Care Inc. operating as Mackenzie Place,623110.0
555,[2368],Bruyère Continuing Care (For Saint-Vincent Hospital and Élisabeth Bruyère Hospital),622310.0
556,[1073],Fourwinds Construction Inc,237310.0
557,[2465],Mics Group of Health Services,622111.0
558,[827],Smid Construction Limited,238990.0
559,[2651],291 Construction Ltd.,237990.0
560,[2986],Near North District School Board,611110.0
561,[2028],Vinny Cement Finishing Co Ltd,238110.0
562,[1305],Hy-Grade Precast Concrete Ltd.,327390.0
563,[20],1663432 Ontario Ltd. o/a Manoir Marochel,623110.0
564,[325],Dyno Nobel Canada Inc.,325920.0
565,[2477],Barton Retirement Inc (Wellington Retirement Lodge),623310.0
566,[565],Summit Pipeline Services Ltd,237120.0
567,[757],1375069 Ontario Ltd,236110.0
568,[1190],Carleton Place And District Memorial Hospital,622111.0
569,[643],2108703 Ontario Inc. o/a Onsite Contractors,238990.0
570,[1175],Brenntag Canada Inc.,418410.0
571,[2198],Cwa - Cie Wilfrid Allen,238910.0
572,[1317],Sanofi Pasteur Limited,325410.0
573,[464],John Bianchi Grading Ltd,237310.0
574,[244],Compass Group Canada Ltd. O/A Eurest Services,561722.0
575,[1343],Woodington Systems Inc,562210.0
576,[402],Gauge Mechanical Services Inc,238220.0
577,[1543],Kile Contr. Inc.,236210.0
578,[2488],Add Construction Ltd,237990.0
579,[2331],Nexterra Substructures Incorporated,238990.0
580,[2652],Green & Chercover,541110.0
581,[20],1213567 Ontario Inc As Williams Brothers,238990.0
582,[1211],Scarlett Heights,623310.0
583,[1079],Revera Long Term Care Inc. Operating as Elmwood Place,623110.0
584,[1552],Fairmont Royal York Hotel,721111.0
585,[105],M.C. Marine Inc.,238350.0
586,[2640],Quinn Roofing Solutions Inc.,238160.0
587,[656],Niagara Peninsula Energy Inc,221122.0
588,[237],Chartwell Seniors Housing Reit,623310.0
589,[2225],University of Guelph,611310.0
590,[1429],Baggs Construction Ltd,238990.0
591,[2272],"1293446 Ontario Inc, Operating As Hilton Garden Inn City Centre",
592,[1668],Midway Lumber Mills Ltd,321111.0
593,[1189],Lancaster Long Term Care,623110.0
594,[80],J. Weber Contracting Limited,237310.0
595,[243],1221981 Ontario Ltd (S & S Electric/Bolton Electric),238210.0
596,[1904],Rain Screen Systems,238220.0
597,[2944],Notre Dame Cemetery,812220.0
598,[754],Sherway Contracting (Windsor) Limited,237990.0
599,[1182],Community Living Durham North,623210.0
600,[73],Acadian Platers Co Ltd,332810.0
601,[144],Brant Haldimand-Norfolk Catholic District School Board,611110.0
602,[2702],CultureLink Settlement and Community Services,624190.0
603,[452],HMFT Inc. (Formerly Howard Marten Co Ltd),333990.0
604,[425],Corporation of The Town of Midland,913910.0
605,[562],Compass Group Canada (Morrison) Ltd.,722310.0
606,[2328],Custom Leather Canada Limited,315990.0
607,[546],Granite Club,713990.0
608,[1772],District School Board Ontario North East,611110.0
609,[135],Northeast Mental Health Centre (Nemhc),622210.0
610,[2755],N J  Spivak Limited,327320.0
611,[1300],Communications Security Establishment Cda,911110.0
612,[1526],Hawthorne On Essex Daycare Centre,624410.0
613,[195],Waste Connections of Canada Inc.,562210.0
614,[424],National Maintenance Contractors,238390.0
615,[1415],Metric Utilities Ltd,237130.0
616,[141],Ottawa Catholic School Board,611110.0
617,[1190],Caressant Care Nursing & Retirement Homes Ltd,623110.0
618,[1036],Eva's Initiatives,624220.0
619,[1549],Grey Bruce Health Services,622111.0
620,[93],Ontario Refrigeration and Air Conditioning Contractors Association,238220.0
621,[2844],Voices of Positive Women Support Services (Ontario),624190.0
622,[1745],York Condominium Corporation No. 128,531310.0
623,[1488],Avon Maitland District School Board,611110.0
624,[356],Canadian Bank Note Company Limited,323119.0
625,[2381],Southampton Nursing Home,623110.0
626,[2301],Menkes Developments (Ridgegate Homes),236110.0
627,[616],Ornge Air,621912.0
628,[135],Northeastern Catholic District School Board,611110.0
629,[1552],Family Day Care Services,624410.0
630,[1361],Villa Care Centre,623110.0
631,[19],Nordion (Canada) Inc,325189.0
632,[1433],Kast Engineering And Construction Ltd,237310.0
633,[1866],University of Ontario Institute of Technology,611310.0
634,[2697],762188 Ontario Ltd,484110.0
635,[2752],Muskoka Landing (a division of Huntsville Long Term Care Centre Inc.),623110.0
636,[1335],Halton Healthcare Services,622111.0
637,[1305],Hydro One Brampton Networks Inc,221122.0
638,[705],Maple Lodge Farms Ltd.,311615.0
639,[1362],Awl Excavating Inc,237130.0
640,[518],Toronto Catholic District School Board,611110.0
641,[1021],Hugh Munro Construction Ltd.,237310.0
642,[2126],Strathcona Hotel,721111.0
643,[2567],Grimebusters,561722.0
644,[777],Guest Tile Inc,238340.0
645,[668],Affinia Canada Ulc,336340.0
646,[2605],Core Manufacturing Inc.,333416.0
647,[2405],Sherway Contracting (Windsor) Ltd,237310.0
648,[1173],Leadec Industrial Services of Canada Inc.,562990.0
649,[1489],Group 92 Mechanical Inc.,238220.0
650,[1698],St. Stephen's Community House,624190.0
651,[2509],Badger Daylighting Lp,238910.0
652,[267],Great Beginnings Child-Centered Co-Operative Inc.,624410.0
653,[1716],Crisis Homes Inc.,624220.0
654,[6],Corporation of The Township of Scugog,913910.0
655,[931],Chelsey Park Retirement Community ( Retirement Residence / Apartment Complex),623310.0
656,[2936],Golden Dawn Senior Citizen's Home,623110.0
657,[1637],West Nipissing Power Generation Ltd,221111.0
658,[6],Corporation of The Township of Atikokan,913910.0
659,[1044],London Health Sciences Centre,622111.0
660,[1491],Grand River Hospital Corporation,622111.0
661,[2342],Agris Co-Operative Ltd,418390.0
662,[1497],R. Fiedler Meat Products and 832038 Ontario Ltd. c.o.b. as Fiedler Meat Products (1991),311614.0
663,[988],Anne & Max Tanenbaum Community Hebrew Academy of Toronto,611110.0
664,[402],Garland Commercial Ranges Ltd,333310.0
665,[6],Corporation of the Town of Collingwood,913140.0
666,[1847],Willows Estate Long Term Care (Omni Health Care Limited Partnership),623110.0
667,[1885],Corporation of the Town of Arnprior,913910.0
668,[884],Municipal Property Assessment Corporation,531390.0
669,[2375],Corporation of The County of Prince Edward,913910.0
670,[643],3407471 Canada Inc (Toiture & Renovation 2000),238220.0
671,[1745],York Catholic District School Board,611110.0
672,[2995],Parkway Hotels And Convention Centre Inc.,721111.0
673,[2672],Ottawa Convention Centre,531120.0
674,[2906],Dodaro Landscaping Services Inc,238990.0
675,[1766],Pure Metal Galvanizing a Valmont Company,332810.0
676,[1801],Rabcon Disposal Ltd.,237990.0
677,[388],Orbit Excavating & Sanitation Services Ltd,237990.0
678,[381],Honeywell Bryan Donkin Gas Technologies Ltd,332910.0
679,[1646],Dufferin Construction Co,238990.0
680,[769],Corporation of the Township of North Glengarry,913910.0
681,[1823],Victorian Order of Nurses Canada - Ontario,621610.0
682,[1811],Air Liquide Canada Inc.,417230.0
683,[442],Canada Bread Co Ltd,413190.0
684,[1909],St. Michael's Hospital,622111.0
685,[5],Bee-Clean Building Maintenance,561722.0
686,[107],Caressant Care Nursing & Retirement Homes Limited Marmora Retirement Home,623110.0
687,[2203],Moosonee Rcssb,611110.0
688,[2039],Tara-Lynn Leasing Ltd. c.o.b. as Kelly's Professional Family Hair Care,812116.0
689,[514],Vitafoam Products Canada Ltd.,326140.0
690,[2370],Chelsey Park Retirement Community- Nursing Home,623310.0
691,[1519],Integrated Distribution Systems Lp,417320.0
692,[1182],Commercial Cleaning Services,561722.0
693,[110],Labour Community Services of Metropolitan Toronto Inc.,813410.0
694,[1674],Springfield Hotels (Airport) Inc. o/a Crowne Plaza Toronto Airport,721111.0
695,[1505],Marsdale Manor Ltd,623310.0
696,[1001],Peel District School Board,611110.0
697,[3098],Salvation Army Broadview Village,623222.0
698,[1529],Salvation Army Harbour Light Ministries,624190.0
699,[368],North Shore Health Network,622111.0
700,[1461],795651 Ontario Inc (Le Nord),511110.0
701,[2710],Malcolm Place Retirement Residence,623310.0
702,[263],City of Greater Sudbury,913140.0
703,[1665],Gilchrist Plumbing,238220.0
704,[2641],Elgin Community Care Access Centre,621610.0
705,[232],Can-Eng Furnaces International Limited,333990.0
706,[148],Empower Simcoe,623210.0
707,[394],McMaster University,611310.0
708,[477],Four Points By Sheraton - Mississauga,721111.0
709,[99],THK Rhythm Automotive Canada Limited,336110.0
710,[6],Corporation of the City of Niagara Falls,485110.0
711,[759],Kinark Child And Family Services,624110.0
712,[93],Ontario Lottery And Gaming Corp c.o.b. OLG Slots at Woodbine Racetrack,713210.0
713,[2375],Cooper Standard Automotive (Canada) Limited,326290.0
714,[1537],Mopal Construction Limited,238990.0
715,[1899],Colonial Building Restoration,236110.0
716,[931],Children's Aid Society of Brant Inc. c.o.b. Brant Family and Children's Services,624110.0
717,[1259],Shalteck Construction Systems Inc,238350.0
718,[2359],Saint-Gobain Abrasives (Canada) Inc.,327910.0
719,[2060],Air King Ltd,416120.0
720,[190],Firefly,624110.0
721,[257],Durham District School Board,611110.0
722,[1885],Corporation of The Town of Ingersoll,913910.0
723,[2822],Basecrete Inc,238110.0
724,[955],Murdoch Plumbing,238.0
725,[798],David B. Archer Co-Operative Inc,531111.0
726,[618],Holcim (Canada) Inc,327990.0
727,[243],1409692 Ontario Inc. operating as Holiday Inn & Suites,721111.0
728,[1190],Caressant Care Nursing & Retirement Homes Limited,623110.0
729,[248],Carriage House,623310.0
730,[2065],Tillsonburg Ready-Mix Inc.,327320.0
731,[1536],Bender Flooring Inc,236220.0
732,[1670],Snow Brothers Contracting Division of 644735 Ontario Limited,237310.0
733,[1488],Avon Maitland District School Board,611110.0
734,[1526],Hamilton Community Legal Clinic,541110.0
735,[548],Marnoch Electrical Services Inc. operating as Marnoch Facilities Maintenance,238210.0
736,[1034],Vanier Co-Operative School-Age Program Inc,624410.0
737,[1529],Salvation Army Maxwell Meighen Centre,624220.0
738,[2744],Jemini Construction Ltd,236220.0
739,[2877],Residence Champlain (Pleasant Rest Nursing Home),623110.0
740,[778],Ground Masters Landscapers Constructors,238990.0
741,[24],Imperial Fence & Landscaping (2009),238990.0
742,[36],Canadian National Railway Co,482113.0
743,[93],Ontario Government (Her Majesty The Queen In Right of The Province of Ontario),912130.0
744,[356],Canadian Linen and Uniform Service Co.,812330.0
745,[3132],Regency Park Nursing Home,623110.0
746,[2039],Township of Georgian Bluffs and the Municipality of Meaford and their Joint Board of Management,913140.0
747,[425],Corporation of the Town of Caledon,913910.0
748,[1832],Travelodge Simcoe,721111.0
749,[2540],Sgt 2000 Inc.,484121.0
750,[600],Board of Health For the Elgin – St. Thomas Health Unit,621494.0
751,[645],Aar-Con Excavating Corp (2001699 Ontario Inc),238910.0
752,[221],Glengarry Hospital,622111.0
753,[60],Extendicare (Canada) Inc.,623110.0
754,[293],Pine Meadow Nursing Home,623110.0
755,[1043],Con-Cast Pipe Inc.,327330.0
756,[1682],Riverside Health Care Facilities Inc,622111.0
757,[31],Neil Montague Construction Limited,236110.0
758,[2012],Innvest Hotels GP Ltd. o/a Holiday Inn Barrie,721111.0
759,[2626],Kaitlin Group Ltd,236110.0
760,[425],Corporation of The County of Grey,623310.0
761,[931],Children's Aid Society of the Districts of Sudbury and Manitoulin,624110.0
762,[2812],White Contracting Ltd,237990.0
763,[526],Windsor-Essex Catholic District School Board,611110.0
764,[1842],Mazur Electrical & Mechanical Contracting Ltd,236220.0
765,[467],"Teamsters Local Union 419, Affiliated With The International Brotherhood of Teamsters",813930.0
766,[2915],Carveth Care Centre,623110.0
767,[1429],Bas-Kim Industries Ltd,332319.0
768,[413],Electrical Apprentice Training Alliance,813930.0
769,[1252],HARC Incorporated,624120.0
770,[706],Kan Masonry,238140.0
771,[635],Servico Ltd,447190.0
772,[1978],Regional Municipality of Waterloo,621911.0
773,[135],Northeastern Catholic District School Board,611110.0
774,[413],Elm Management at Cedarcroft Place,623310.0
775,[1736],Revera Retirement Lp,623310.0
776,[1118],First Air,481110.0
777,[550],Outfront Media Canada LP - CDM Division,541850.0
778,[20],1397764 Ontario Inc (North Star Masonry),238140.0
779,[1174],Renfrew County District School Board,611110.0
780,[1953],Monarch Elevator Company Limited,238291.0
781,[332],Simstall,238220.0
782,[813],Windsor Regional Hospital,622111.0
783,[135],Northwest Catholic District School Board,611110.0
784,[1429],Babcock & Wilcox Canada Ltd,237130.0
785,[1612],Deep River And District Hospital,622111.0
786,[2493],Electek Power Services Inc,221122.0
787,[1085],Town Of Greater Napanee,
788,[2008],Holloway Lodging Limited Partnership C.O.B. Airlane Hotel And Conference Centre,721111.0
789,[1619],Topper Linen Supply Limited,812330.0
790,[501],I D G Group,238210.0
791,[1300],Communications Repair Logistics (CRL),334210.0
792,[952],Chubb Edwards,332999.0
793,[232],CAA Insurance Company (South Central Ontario),813920.0
794,[1127],Unwin Waste Transfer Corp,562210.0
795,[2078],Canadian Babbitt Bearings Ltd (Cdn Specialty Castings),331529.0
796,[1549],Green-Vert Landscaping Inc,561730.0
797,[38],Great Canadian Theatre Corp,711112.0
798,[6],Corporation of The County of Middlesex,913910.0
799,[1485],The Governing Council of The University of Toronto,611310.0
800,[3176],St Clair Catholic District School Board,611110.0
801,[527],Powerline Plus Ltd,237120.0
802,[1195],Via Rail Canada Inc,482114.0
803,[1918],Ontario Cutting and Coring Ltd.,238990.0
804,[3045],Langen Electric Ltd,237130.0
805,[2615],Pipe Line Contractors Associaton of Canada,237120.0
806,[759],Kingdom Construction Limited,238990.0
807,[1491],Grand Erie District School Board,611110.0
808,[11],Proactive Exhibits Ltd,541850.0
809,[1975],BRR Logistics Limited,493120.0
810,[6],Corporation of The City of Burlington,913140.0
811,[2261],Sun Media Corp,511110.0
812,[348],Schlegel Villages Inc.,623110.0
813,[1170],William Place,623310.0
814,[2837],F & M Caulking Ltd.,238390.0
815,[2138],Conseil Scolaire Public Du Grand Nord De L'Ontario,611110.0
816,[425],Corporation of the City of Guelph,913910.0
817,[1094],First Student Canada,485410.0
818,[914],Sobeys Capital Incorporated (Safeway Operations),445110.0
819,[1963],Kem Construction (Thunder Bay),238390.0
820,[794],Aviscar Inc.,532111.0
821,[759],Kinark Child And Family Services,624110.0
822,[764],Ontario Erectors Assn,238120.0
823,[1774],Rosebridge Manor Nursing Home,623110.0
824,[348],Schmidt Aluminum Inc,238170.0
825,[1192],Lill & Difazio Contructors Canada Corp,238120.0
826,[2644],Community Living Georgina,623210.0
827,[1836],Half-Way Motors Mazda,441110.0
828,[2291],"Groupe-Action pour l'enfant, la famille et la communauté de Prescott-Russell",624120.0
829,[2360],Superior-Greenstone District School Board,611110.0
830,[363],Innocon Inc,327320.0
831,[2308],Clifford-Lima Masonry Inc,238120.0
832,[2360],Superior-Greenstone District School Board,611110.0
833,[3132],Remembrance Services Inc,812210.0
834,[2836],Provincial Fruit Company Ltd.,413150.0
835,[1715],Eh Wall (Insulation),238140.0
836,[1029],Gerdau Long Steel North America Whitby Metallics Raw Materials,418110.0
837,[2482],Veoneer Canada Inc.,336390.0
838,[60],Extendicare (Canada) Inc,623110.0
839,[243],"547573 Ontario Limited, Operating As Norpro Company",561612.0
840,[947],Autoform Contracting London Ltd,237110.0
841,[2784],SNAP® Boys and Girls Program as operated by Banyan Community Services Inc.,624110.0
842,[2489],V O N Roofing Ltd,238220.0
843,[1622],Bristol Machine Works Ltd,332710.0
844,[2505],Liberte Natural Foods Inc,311511.0
845,[578],Highland Ford Sales Ltd.,441110.0
846,[2014],Atikokan Hydro Inc.,221122.0
847,[1481],Sherwood Park Manor,623110.0
848,[115],92 Peter Street Inc. Operating as Hilton Garden Inn Toronto Downtown,721111.0
849,[1081],Alternate Primary School Child Care Centre,624410.0
850,[2281],Seal-On Paving Ltd,237310.0
851,[1079],Revera Long Term Care Inc. (operating as Montfort),623110.0
852,[2192],Hanover And District Hospital,622111.0
853,[2048],Versacold Logistics Services,493120.0
