,organization_name,naics_code,Predicted Cluster
512,Garda Security Screening Inc,561612.0,[244]
513,Agate Sewer & Water (2000) Inc,237310.0,[99]
514,KPM Industries Ltd.,237310.0,[118]
515,Canadian Mental Health Association,621420.0,[192]
516,Dawn Patrol Child & Youth Services Inc,624190.0,[99]
517,Hanover Care Centre,623110.0,[217]
518,Lapointe-Fisher Nursing Home,623110.0,[2699]
519,Corporation of The County of Grey,913910.0,[136]
520,Niagara Employment Agency Inc,561310.0,[2325]
521,Pilkington Glass of Canada Limited,327215.0,[1032]
522,County of Wellington,913910.0,[53]
523,Toronto Concrete & Drain Ltd,237990.0,[1582]
524,Citipark Inc.,812930.0,[25]
525,Corporation of the City of Kitchener,913910.0,[2]
526,Trentfab Industrial Contractors Inc,238299.0,[14]
527,Bardun Towers,531111.0,[375]
528,Triple A Concrete & Drain,236220.0,[2138]
529,Basin Custom Machining Limited,332710.0,[2884]
530,421532 Ontario Ltd. O/A City Cabs,485310.0,[2025]
531,Compass Group Canada Ltd.,722310.0,[7]
532,Loeb Canada Inc,445110.0,[2673]
533,McMaster University,611310.0,[18]
534,Metropolitan Maintenance A Division of 469006 Ontario Inc.,561722.0,[122]
535,Unifor Family Education Centre,813930.0,[2133]
536,Metro Ontario Inc,445110.0,[993]
537,Hornepayne Community Hospital,622111.0,[1989]
538,American Water Canada Corp,221310.0,[620]
539,Pro-Tech Utilities,237130.0,[2809]
540,D C Fence & Contracting Inc.,238990.0,[1088]
541,Ontario Government (Her Majesty The Queen In Right of the Province of  Ontario),912130.0,[2880]
542,Compass Group Canada Limited,722310.0,[1031]
543,Trillium Lakelands District School Board,611110.0,[221]
544,West Carleton Sand & Gravel Inc,416390.0,[1471]
545,TST Overland Express,484110.0,[983]
546,Expercom Telecommunications,238210.0,[2283]
547,Cirrus Management Contracting Limited,236210.0,[2769]
548,Alcon Construction,238140.0,[2328]
549,Accessible Community Counselling And Employment Services,624190.0,[518]
550,Clc Construction Ltd,237990.0,[2940]
551,Simcoe Muskoka Catholic District School Board,611110.0,[378]
552,Aramark Canada Ltd.,722310.0,[33]
553,Versacold Logistics Services,493120.0,[743]
554,Revera Long Term Care Inc. operating as Mackenzie Place,623110.0,[57]
555,Bruyère Continuing Care (For Saint-Vincent Hospital and Élisabeth Bruyère Hospital),622310.0,[217]
556,Fourwinds Construction Inc,237310.0,[2893]
557,Mics Group of Health Services,622111.0,[745]
558,Smid Construction Limited,238990.0,[283]
559,291 Construction Ltd.,237990.0,[2933]
560,Near North District School Board,611110.0,[121]
561,Vinny Cement Finishing Co Ltd,238110.0,[1020]
562,Hy-Grade Precast Concrete Ltd.,327390.0,[2851]
563,1663432 Ontario Ltd. o/a Manoir Marochel,623110.0,[2025]
564,Dyno Nobel Canada Inc.,325920.0,[1652]
565,Barton Retirement Inc (Wellington Retirement Lodge),623310.0,[87]
566,Summit Pipeline Services Ltd,237120.0,[922]
567,1375069 Ontario Ltd,236110.0,[2482]
568,Carleton Place And District Memorial Hospital,622111.0,[697]
569,2108703 Ontario Inc. o/a Onsite Contractors,238990.0,[2980]
570,Brenntag Canada Inc.,418410.0,[124]
571,Cwa - Cie Wilfrid Allen,238910.0,[213]
572,Sanofi Pasteur Limited,325410.0,[2718]
573,John Bianchi Grading Ltd,237310.0,[1808]
574,Compass Group Canada Ltd. O/A Eurest Services,561722.0,[7]
575,Woodington Systems Inc,562210.0,[232]
576,Gauge Mechanical Services Inc,238220.0,[50]
577,Kile Contr. Inc.,236210.0,[806]
578,Add Construction Ltd,237990.0,[44]
579,Nexterra Substructures Incorporated,238990.0,[1284]
580,Green & Chercover,541110.0,[1014]
581,1213567 Ontario Inc As Williams Brothers,238990.0,[3081]
582,Scarlett Heights,623310.0,[2324]
583,Revera Long Term Care Inc. Operating as Elmwood Place,623110.0,[57]
584,Fairmont Royal York Hotel,721111.0,[160]
585,M.C. Marine Inc.,238350.0,[806]
586,Quinn Roofing Solutions Inc.,238160.0,[399]
587,Niagara Peninsula Energy Inc,221122.0,[2325]
588,Chartwell Seniors Housing Reit,623310.0,[191]
589,University of Guelph,611310.0,[155]
590,Baggs Construction Ltd,238990.0,[44]
591,"1293446 Ontario Inc, Operating As Hilton Garden Inn City Centre",,[667]
592,Midway Lumber Mills Ltd,321111.0,[1253]
593,Lancaster Long Term Care,623110.0,[309]
594,J. Weber Contracting Limited,237310.0,[2064]
595,1221981 Ontario Ltd (S & S Electric/Bolton Electric),238210.0,[2482]
596,Rain Screen Systems,238220.0,[907]
597,Notre Dame Cemetery,812220.0,[1007]
598,Sherway Contracting (Windsor) Limited,237990.0,[1060]
599,Community Living Durham North,623210.0,[1892]
600,Acadian Platers Co Ltd,332810.0,[305]
601,Brant Haldimand-Norfolk Catholic District School Board,611110.0,[100]
602,CultureLink Settlement and Community Services,624190.0,[1975]
603,HMFT Inc. (Formerly Howard Marten Co Ltd),333990.0,[25]
604,Corporation of The Town of Midland,913910.0,[103]
605,Compass Group Canada (Morrison) Ltd.,722310.0,[1031]
606,Custom Leather Canada Limited,315990.0,[2884]
607,Granite Club,713990.0,[1329]
608,District School Board Ontario North East,611110.0,[93]
609,Northeast Mental Health Centre (Nemhc),622210.0,[660]
610,N J  Spivak Limited,327320.0,[955]
611,Communications Security Establishment Cda,911110.0,[360]
612,Hawthorne On Essex Daycare Centre,624410.0,[1598]
613,Waste Connections of Canada Inc.,562210.0,[425]
614,National Maintenance Contractors,238390.0,[2931]
615,Metric Utilities Ltd,237130.0,[1697]
616,Ottawa Catholic School Board,611110.0,[525]
617,Caressant Care Nursing & Retirement Homes Ltd,623110.0,[28]
618,Eva's Initiatives,624220.0,[2183]
619,Grey Bruce Health Services,622111.0,[640]
620,Ontario Refrigeration and Air Conditioning Contractors Association,238220.0,[833]
621,Voices of Positive Women Support Services (Ontario),624190.0,[1721]
622,York Condominium Corporation No. 128,531310.0,[2796]
623,Avon Maitland District School Board,611110.0,[278]
624,Canadian Bank Note Company Limited,323119.0,[222]
625,Southampton Nursing Home,623110.0,[308]
626,Menkes Developments (Ridgegate Homes),236110.0,[781]
627,Ornge Air,621912.0,[2827]
628,Northeastern Catholic District School Board,611110.0,[1415]
629,Family Day Care Services,624410.0,[882]
630,Villa Care Centre,623110.0,[346]
631,Nordion (Canada) Inc,325189.0,[978]
632,Kast Engineering And Construction Ltd,237310.0,[1012]
633,University of Ontario Institute of Technology,611310.0,[265]
634,762188 Ontario Ltd,484110.0,[2482]
635,Muskoka Landing (a division of Huntsville Long Term Care Centre Inc.),623110.0,[2680]
636,Halton Healthcare Services,622111.0,[2182]
637,Hydro One Brampton Networks Inc,221122.0,[754]
638,Maple Lodge Farms Ltd.,311615.0,[1739]
639,Awl Excavating Inc,237130.0,[2029]
640,Toronto Catholic District School Board,611110.0,[205]
641,Hugh Munro Construction Ltd.,237310.0,[2542]
642,Strathcona Hotel,721111.0,[2434]
643,Grimebusters,561722.0,[375]
644,Guest Tile Inc,238340.0,[1309]
645,Affinia Canada Ulc,336340.0,[2476]
646,Core Manufacturing Inc.,333416.0,[2633]
647,Sherway Contracting (Windsor) Ltd,237310.0,[1060]
648,Leadec Industrial Services of Canada Inc.,562990.0,[1175]
649,Group 92 Mechanical Inc.,238220.0,[410]
650,St. Stephen's Community House,624190.0,[1987]
651,Badger Daylighting Lp,238910.0,[421]
652,Great Beginnings Child-Centered Co-Operative Inc.,624410.0,[2265]
653,Crisis Homes Inc.,624220.0,[393]
654,Corporation of The Township of Scugog,913910.0,[349]
655,Chelsey Park Retirement Community ( Retirement Residence / Apartment Complex),623310.0,[257]
656,Golden Dawn Senior Citizen's Home,623110.0,[962]
657,West Nipissing Power Generation Ltd,221111.0,[178]
658,Corporation of The Township of Atikokan,913910.0,[349]
659,London Health Sciences Centre,622111.0,[157]
660,Grand River Hospital Corporation,622111.0,[37]
661,Agris Co-Operative Ltd,418390.0,[3087]
662,R. Fiedler Meat Products and 832038 Ontario Ltd. c.o.b. as Fiedler Meat Products (1991),311614.0,[332]
663,Anne & Max Tanenbaum Community Hebrew Academy of Toronto,611110.0,[675]
664,Garland Commercial Ranges Ltd,333310.0,[987]
665,Corporation of the Town of Collingwood,913140.0,[103]
666,Willows Estate Long Term Care (Omni Health Care Limited Partnership),623110.0,[2091]
667,Corporation of the Town of Arnprior,913910.0,[103]
668,Municipal Property Assessment Corporation,531390.0,[582]
669,Corporation of The County of Prince Edward,913910.0,[136]
670,3407471 Canada Inc (Toiture & Renovation 2000),238220.0,[144]
671,York Catholic District School Board,611110.0,[613]
672,Parkway Hotels And Convention Centre Inc.,721111.0,[246]
673,Ottawa Convention Centre,531120.0,[2822]
674,Dodaro Landscaping Services Inc,238990.0,[2215]
675,Pure Metal Galvanizing a Valmont Company,332810.0,[733]
676,Rabcon Disposal Ltd.,237990.0,[812]
677,Orbit Excavating & Sanitation Services Ltd,237990.0,[1144]
678,Honeywell Bryan Donkin Gas Technologies Ltd,332910.0,[1681]
679,Dufferin Construction Co,238990.0,[385]
680,Corporation of the Township of North Glengarry,913910.0,[349]
681,Victorian Order of Nurses Canada - Ontario,621610.0,[13]
682,Air Liquide Canada Inc.,417230.0,[868]
683,Canada Bread Co Ltd,413190.0,[1358]
684,St. Michael's Hospital,622111.0,[1586]
685,Bee-Clean Building Maintenance,561722.0,[41]
686,Caressant Care Nursing & Retirement Homes Limited Marmora Retirement Home,623110.0,[28]
687,Moosonee Rcssb,611110.0,[2489]
688,Tara-Lynn Leasing Ltd. c.o.b. as Kelly's Professional Family Hair Care,812116.0,[812]
689,Vitafoam Products Canada Ltd.,326140.0,[197]
690,Chelsey Park Retirement Community- Nursing Home,623310.0,[257]
691,Integrated Distribution Systems Lp,417320.0,[907]
692,Commercial Cleaning Services,561722.0,[74]
693,Labour Community Services of Metropolitan Toronto Inc.,813410.0,[2341]
694,Springfield Hotels (Airport) Inc. o/a Crowne Plaza Toronto Airport,721111.0,[1097]
695,Marsdale Manor Ltd,623310.0,[288]
696,Peel District School Board,611110.0,[434]
697,Salvation Army Broadview Village,623222.0,[72]
698,Salvation Army Harbour Light Ministries,624190.0,[317]
699,North Shore Health Network,622111.0,[1435]
700,795651 Ontario Inc (Le Nord),511110.0,[3081]
701,Malcolm Place Retirement Residence,623310.0,[1839]
702,City of Greater Sudbury,913140.0,[1736]
703,Gilchrist Plumbing,238220.0,[2045]
704,Elgin Community Care Access Centre,621610.0,[339]
705,Can-Eng Furnaces International Limited,333990.0,[1186]
706,Empower Simcoe,623210.0,[375]
707,McMaster University,611310.0,[18]
708,Four Points By Sheraton - Mississauga,721111.0,[463]
709,THK Rhythm Automotive Canada Limited,336110.0,[884]
710,Corporation of the City of Niagara Falls,485110.0,[2]
711,Kinark Child And Family Services,624110.0,[530]
712,Ontario Lottery And Gaming Corp c.o.b. OLG Slots at Woodbine Racetrack,713210.0,[153]
713,Cooper Standard Automotive (Canada) Limited,326290.0,[663]
714,Mopal Construction Limited,238990.0,[2536]
715,Colonial Building Restoration,236110.0,[3169]
716,Children's Aid Society of Brant Inc. c.o.b. Brant Family and Children's Services,624110.0,[81]
717,Shalteck Construction Systems Inc,238350.0,[2893]
718,Saint-Gobain Abrasives (Canada) Inc.,327910.0,[978]
719,Air King Ltd,416120.0,[708]
720,Firefly,624110.0,[375]
721,Durham District School Board,611110.0,[492]
722,Corporation of The Town of Ingersoll,913910.0,[103]
723,Basecrete Inc,238110.0,[1911]
724,Murdoch Plumbing,238.0,[2045]
725,David B. Archer Co-Operative Inc,531111.0,[375]
726,Holcim (Canada) Inc,327990.0,[1371]
727,1409692 Ontario Inc. operating as Holiday Inn & Suites,721111.0,[807]
728,Caressant Care Nursing & Retirement Homes Limited,623110.0,[28]
729,Carriage House,623310.0,[800]
730,Tillsonburg Ready-Mix Inc.,327320.0,[806]
731,Bender Flooring Inc,236220.0,[3067]
732,Snow Brothers Contracting Division of 644735 Ontario Limited,237310.0,[1222]
733,Avon Maitland District School Board,611110.0,[278]
734,Hamilton Community Legal Clinic,541110.0,[1552]
735,Marnoch Electrical Services Inc. operating as Marnoch Facilities Maintenance,238210.0,[543]
736,Vanier Co-Operative School-Age Program Inc,624410.0,[1419]
737,Salvation Army Maxwell Meighen Centre,624220.0,[317]
738,Jemini Construction Ltd,236220.0,[548]
739,Residence Champlain (Pleasant Rest Nursing Home),623110.0,[2475]
740,Ground Masters Landscapers Constructors,238990.0,[1547]
741,Imperial Fence & Landscaping (2009),238990.0,[1210]
742,Canadian National Railway Co,482113.0,[442]
743,Ontario Government (Her Majesty The Queen In Right of The Province of Ontario),912130.0,[2880]
744,Canadian Linen and Uniform Service Co.,812330.0,[240]
745,Regency Park Nursing Home,623110.0,[308]
746,Township of Georgian Bluffs and the Municipality of Meaford and their Joint Board of Management,913140.0,[236]
747,Corporation of the Town of Caledon,913910.0,[103]
748,Travelodge Simcoe,721111.0,[375]
749,Sgt 2000 Inc.,484121.0,[806]
750,Board of Health For the Elgin – St. Thomas Health Unit,621494.0,[296]
751,Aar-Con Excavating Corp (2001699 Ontario Inc),238910.0,[901]
752,Glengarry Hospital,622111.0,[1292]
753,Extendicare (Canada) Inc.,623110.0,[180]
754,Pine Meadow Nursing Home,623110.0,[1311]
755,Con-Cast Pipe Inc.,327330.0,[1515]
756,Riverside Health Care Facilities Inc,622111.0,[1176]
757,Neil Montague Construction Limited,236110.0,[1368]
758,Innvest Hotels GP Ltd. o/a Holiday Inn Barrie,721111.0,[505]
759,Kaitlin Group Ltd,236110.0,[436]
760,Corporation of The County of Grey,623310.0,[136]
761,Children's Aid Society of the Districts of Sudbury and Manitoulin,624110.0,[81]
762,White Contracting Ltd,237990.0,[3161]
763,Windsor-Essex Catholic District School Board,611110.0,[1127]
764,Mazur Electrical & Mechanical Contracting Ltd,236220.0,[1838]
765,"Teamsters Local Union 419, Affiliated With The International Brotherhood of Teamsters",813930.0,[509]
766,Carveth Care Centre,623110.0,[217]
767,Bas-Kim Industries Ltd,332319.0,[118]
768,Electrical Apprentice Training Alliance,813930.0,[1838]
769,HARC Incorporated,624120.0,[2439]
770,Kan Masonry,238140.0,[2151]
771,Servico Ltd,447190.0,[3124]
772,Regional Municipality of Waterloo,621911.0,[46]
773,Northeastern Catholic District School Board,611110.0,[1415]
774,Elm Management at Cedarcroft Place,623310.0,[2769]
775,Revera Retirement Lp,623310.0,[276]
776,First Air,481110.0,[112]
777,Outfront Media Canada LP - CDM Division,541850.0,[798]
778,1397764 Ontario Inc (North Star Masonry),238140.0,[3081]
779,Renfrew County District School Board,611110.0,[1665]
780,Monarch Elevator Company Limited,238291.0,[1638]
781,Simstall,238220.0,[375]
782,Windsor Regional Hospital,622111.0,[239]
783,Northwest Catholic District School Board,611110.0,[2611]
784,Babcock & Wilcox Canada Ltd,237130.0,[2184]
785,Deep River And District Hospital,622111.0,[311]
786,Electek Power Services Inc,221122.0,[721]
787,Town Of Greater Napanee,,[401]
788,Holloway Lodging Limited Partnership C.O.B. Airlane Hotel And Conference Centre,721111.0,[172]
789,Topper Linen Supply Limited,812330.0,[2046]
790,I D G Group,238210.0,[1050]
791,Communications Repair Logistics (CRL),334210.0,[2719]
792,Chubb Edwards,332999.0,[600]
793,CAA Insurance Company (South Central Ontario),813920.0,[639]
794,Unwin Waste Transfer Corp,562210.0,[1013]
795,Canadian Babbitt Bearings Ltd (Cdn Specialty Castings),331529.0,[108]
796,Green-Vert Landscaping Inc,561730.0,[1554]
797,Great Canadian Theatre Corp,711112.0,[2445]
798,Corporation of The County of Middlesex,913910.0,[136]
799,The Governing Council of The University of Toronto,611310.0,[97]
800,St Clair Catholic District School Board,611110.0,[247]
801,Powerline Plus Ltd,237120.0,[2419]
802,Via Rail Canada Inc,482114.0,[601]
803,Ontario Cutting and Coring Ltd.,238990.0,[667]
804,Langen Electric Ltd,237130.0,[1827]
805,Pipe Line Contractors Associaton of Canada,237120.0,[189]
806,Kingdom Construction Limited,238990.0,[283]
807,Grand Erie District School Board,611110.0,[427]
808,Proactive Exhibits Ltd,541850.0,[128]
809,BRR Logistics Limited,493120.0,[6]
810,Corporation of The City of Burlington,913140.0,[2]
811,Sun Media Corp,511110.0,[732]
812,Schlegel Villages Inc.,623110.0,[185]
813,William Place,623310.0,[662]
814,F & M Caulking Ltd.,238390.0,[343]
815,Conseil Scolaire Public Du Grand Nord De L'Ontario,611110.0,[1305]
816,Corporation of the City of Guelph,913910.0,[2]
817,First Student Canada,485410.0,[1028]
818,Sobeys Capital Incorporated (Safeway Operations),445110.0,[330]
819,Kem Construction (Thunder Bay),238390.0,[32]
820,Aviscar Inc.,532111.0,[25]
821,Kinark Child And Family Services,624110.0,[530]
822,Ontario Erectors Assn,238120.0,[667]
823,Rosebridge Manor Nursing Home,623110.0,[910]
824,Schmidt Aluminum Inc,238170.0,[895]
825,Lill & Difazio Contructors Canada Corp,238120.0,[54]
826,Community Living Georgina,623210.0,[2756]
827,Half-Way Motors Mazda,441110.0,[375]
828,"Groupe-Action pour l'enfant, la famille et la communauté de Prescott-Russell",624120.0,[375]
829,Superior-Greenstone District School Board,611110.0,[2002]
830,Innocon Inc,327320.0,[1168]
831,Clifford-Lima Masonry Inc,238120.0,[741]
832,Superior-Greenstone District School Board,611110.0,[2002]
833,Remembrance Services Inc,812210.0,[23]
834,Provincial Fruit Company Ltd.,413150.0,[422]
835,Eh Wall (Insulation),238140.0,[1]
836,Gerdau Long Steel North America Whitby Metallics Raw Materials,418110.0,[94]
837,Veoneer Canada Inc.,336390.0,[124]
838,Extendicare (Canada) Inc,623110.0,[723]
839,"547573 Ontario Limited, Operating As Norpro Company",561612.0,[2853]
840,Autoform Contracting London Ltd,237110.0,[572]
841,SNAP® Boys and Girls Program as operated by Banyan Community Services Inc.,624110.0,[1975]
842,V O N Roofing Ltd,238220.0,[955]
843,Bristol Machine Works Ltd,332710.0,[1791]
844,Liberte Natural Foods Inc,311511.0,[1169]
845,Highland Ford Sales Ltd.,441110.0,[1804]
846,Atikokan Hydro Inc.,221122.0,[806]
847,Sherwood Park Manor,623110.0,[1779]
848,92 Peter Street Inc. Operating as Hilton Garden Inn Toronto Downtown,721111.0,[681]
849,Alternate Primary School Child Care Centre,624410.0,[227]
850,Seal-On Paving Ltd,237310.0,[1118]
851,Revera Long Term Care Inc. (operating as Montfort),623110.0,[57]
852,Hanover And District Hospital,622111.0,[816]
853,Versacold Logistics Services,493120.0,[743]
854,Community Living West Nipissing,623210.0,[2756]
855,1458451 Ontario Ltd (Slipform Construction),237110.0,[2482]
856,Port Perry Place,623110.0,[662]
857,Lennox And Addington County General Hospital,,[770]
