organization_name,naics_code
Rabcon Disposal Ltd.,237990.0
Orbit Excavating & Sanitation Services Ltd,237990.0
Honeywell Bryan Donkin Gas Technologies Ltd,332910.0
Dufferin Construction Co,238990.0
Corporation of the Township of North Glengarry,913910.0
Victorian Order of Nurses Canada - Ontario,621610.0
Air Liquide Canada Inc.,417230.0
Canada Bread Co Ltd,413190.0
St. Michael's Hospital,622111.0
Bee-Clean Building Maintenance,561722.0
Caressant Care Nursing & Retirement Homes Limited Marmora Retirement Home,623110.0
Moosonee Rcssb,611110.0
Tara-Lynn Leasing Ltd. c.o.b. as Kelly's Professional Family Hair Care,812116.0
Vitafoam Products Canada Ltd.,326140.0
Chelsey Park Retirement Community- Nursing Home,623310.0
Integrated Distribution Systems Lp,417320.0
Commercial Cleaning Services,561722.0
Labour Community Services of Metropolitan Toronto Inc.,813410.0
Springfield Hotels (Airport) Inc. o/a Crowne Plaza Toronto Airport,721111.0
Marsdale Manor Ltd,623310.0
Peel District School Board,611110.0
Salvation Army Broadview Village,623222.0
Salvation Army Harbour Light Ministries,624190.0
North Shore Health Network,622111.0
795651 Ontario Inc (Le Nord),511110.0
Malcolm Place Retirement Residence,623310.0
City of Greater Sudbury,913140.0
Gilchrist Plumbing,238220.0
Elgin Community Care Access Centre,621610.0
Can-Eng Furnaces International Limited,333990.0
Empower Simcoe,623210.0
McMaster University,611310.0
Four Points By Sheraton - Mississauga,721111.0
THK Rhythm Automotive Canada Limited,336110.0
Corporation of the City of Niagara Falls,485110.0
Kinark Child And Family Services,624110.0
Ontario Lottery And Gaming Corp c.o.b. OLG Slots at Woodbine Racetrack,713210.0
Cooper Standard Automotive (Canada) Limited,326290.0
Mopal Construction Limited,238990.0
Colonial Building Restoration,236110.0
Children's Aid Society of Brant Inc. c.o.b. Brant Family and Children's Services,624110.0
Shalteck Construction Systems Inc,238350.0
Saint-Gobain Abrasives (Canada) Inc.,327910.0
Air King Ltd,416120.0
Firefly,624110.0
Durham District School Board,611110.0
Corporation of The Town of Ingersoll,913910.0
Basecrete Inc,238110.0
Murdoch Plumbing,238.0
David B. Archer Co-Operative Inc,531111.0
Holcim (Canada) Inc,327990.0
1409692 Ontario Inc. operating as Holiday Inn & Suites,721111.0
Caressant Care Nursing & Retirement Homes Limited,623110.0
Carriage House,623310.0
Tillsonburg Ready-Mix Inc.,327320.0
Bender Flooring Inc,236220.0
Snow Brothers Contracting Division of 644735 Ontario Limited,237310.0
Avon Maitland District School Board,611110.0
Hamilton Community Legal Clinic,541110.0
Marnoch Electrical Services Inc. operating as Marnoch Facilities Maintenance,238210.0
Vanier Co-Operative School-Age Program Inc,624410.0
Salvation Army Maxwell Meighen Centre,624220.0
Jemini Construction Ltd,236220.0
Residence Champlain (Pleasant Rest Nursing Home),623110.0
Ground Masters Landscapers Constructors,238990.0
Imperial Fence & Landscaping (2009),238990.0
Canadian National Railway Co,482113.0
Ontario Government (Her Majesty The Queen In Right of The Province of Ontario),912130.0
Canadian Linen and Uniform Service Co.,812330.0
Regency Park Nursing Home,623110.0
Township of Georgian Bluffs and the Municipality of Meaford and their Joint Board of Management,913140.0
Corporation of the Town of Caledon,913910.0
Travelodge Simcoe,721111.0
Sgt 2000 Inc.,484121.0
Board of Health For the Elgin – St. Thomas Health Unit,621494.0
Aar-Con Excavating Corp (2001699 Ontario Inc),238910.0
Glengarry Hospital,622111.0
Extendicare (Canada) Inc.,623110.0
Pine Meadow Nursing Home,623110.0
Con-Cast Pipe Inc.,327330.0
Riverside Health Care Facilities Inc,622111.0
Neil Montague Construction Limited,236110.0
Innvest Hotels GP Ltd. o/a Holiday Inn Barrie,721111.0
Kaitlin Group Ltd,236110.0
Corporation of The County of Grey,623310.0
Children's Aid Society of the Districts of Sudbury and Manitoulin,624110.0
White Contracting Ltd,237990.0
Windsor-Essex Catholic District School Board,611110.0
Mazur Electrical & Mechanical Contracting Ltd,236220.0
"Teamsters Local Union 419, Affiliated With The International Brotherhood of Teamsters",813930.0
Carveth Care Centre,623110.0
Bas-Kim Industries Ltd,332319.0
Electrical Apprentice Training Alliance,813930.0
HARC Incorporated,624120.0
Kan Masonry,238140.0
Servico Ltd,447190.0
Regional Municipality of Waterloo,621911.0
Northeastern Catholic District School Board,611110.0
Elm Management at Cedarcroft Place,623310.0
Revera Retirement Lp,623310.0
First Air,481110.0
Outfront Media Canada LP - CDM Division,541850.0
1397764 Ontario Inc (North Star Masonry),238140.0
Renfrew County District School Board,611110.0
Monarch Elevator Company Limited,238291.0
Simstall,238220.0
Windsor Regional Hospital,622111.0
Northwest Catholic District School Board,611110.0
Babcock & Wilcox Canada Ltd,237130.0
Deep River And District Hospital,622111.0
Electek Power Services Inc,221122.0
Town Of Greater Napanee,
Holloway Lodging Limited Partnership C.O.B. Airlane Hotel And Conference Centre,721111.0
Topper Linen Supply Limited,812330.0
I D G Group,238210.0
Communications Repair Logistics (CRL),334210.0
Chubb Edwards,332999.0
CAA Insurance Company (South Central Ontario),813920.0
Unwin Waste Transfer Corp,562210.0
Canadian Babbitt Bearings Ltd (Cdn Specialty Castings),331529.0
Green-Vert Landscaping Inc,561730.0
Great Canadian Theatre Corp,711112.0
Corporation of The County of Middlesex,913910.0
The Governing Council of The University of Toronto,611310.0
St Clair Catholic District School Board,611110.0
Powerline Plus Ltd,237120.0
Via Rail Canada Inc,482114.0
Ontario Cutting and Coring Ltd.,238990.0
Langen Electric Ltd,237130.0
Pipe Line Contractors Associaton of Canada,237120.0
Kingdom Construction Limited,238990.0
Grand Erie District School Board,611110.0
Proactive Exhibits Ltd,541850.0
BRR Logistics Limited,493120.0
Corporation of The City of Burlington,913140.0
Sun Media Corp,511110.0
Schlegel Villages Inc.,623110.0
William Place,623310.0
F & M Caulking Ltd.,238390.0
Conseil Scolaire Public Du Grand Nord De L'Ontario,611110.0
Corporation of the City of Guelph,913910.0
First Student Canada,485410.0
Sobeys Capital Incorporated (Safeway Operations),445110.0
Kem Construction (Thunder Bay),238390.0
Aviscar Inc.,532111.0
Kinark Child And Family Services,624110.0
Ontario Erectors Assn,238120.0
Rosebridge Manor Nursing Home,623110.0
Schmidt Aluminum Inc,238170.0
Lill & Difazio Contructors Canada Corp,238120.0
Community Living Georgina,623210.0
Half-Way Motors Mazda,441110.0
"Groupe-Action pour l'enfant, la famille et la communauté de Prescott-Russell",624120.0
Superior-Greenstone District School Board,611110.0
Innocon Inc,327320.0
Clifford-Lima Masonry Inc,238120.0
Superior-Greenstone District School Board,611110.0
Remembrance Services Inc,812210.0
Provincial Fruit Company Ltd.,413150.0
Eh Wall (Insulation),238140.0
Gerdau Long Steel North America Whitby Metallics Raw Materials,418110.0
Veoneer Canada Inc.,336390.0
Extendicare (Canada) Inc,623110.0
"547573 Ontario Limited, Operating As Norpro Company",561612.0
Autoform Contracting London Ltd,237110.0
SNAP® Boys and Girls Program as operated by Banyan Community Services Inc.,624110.0
V O N Roofing Ltd,238220.0
Bristol Machine Works Ltd,332710.0
Liberte Natural Foods Inc,311511.0
Highland Ford Sales Ltd.,441110.0
Atikokan Hydro Inc.,221122.0
Sherwood Park Manor,623110.0
92 Peter Street Inc. Operating as Hilton Garden Inn Toronto Downtown,721111.0
Alternate Primary School Child Care Centre,624410.0
Seal-On Paving Ltd,237310.0
Revera Long Term Care Inc. (operating as Montfort),623110.0
Hanover And District Hospital,622111.0
Versacold Logistics Services,493120.0
Community Living West Nipissing,623210.0
1458451 Ontario Ltd (Slipform Construction),237110.0
Port Perry Place,623110.0
Lennox And Addington County General Hospital,
Children's Hospital of Eastern Ontario - Ottawa Children's Treatment Centre (CHEO-OCTC),622112.0
Conseil Scolaire Catholique Du Nouvel-Ontario,611110.0
Compass Group Canada (Morrison) Ltd.,722310.0
Independent Unionized Landscaping Contractors’ Association on behalf of Mopal Construction Ltd,238990.0
Xylem Applied Water Systems,332910.0
Primal Contracting Co Ltd,236220.0
Central East Community Care Access Centre,621610.0
D' Orazio Group of Companies,237990.0
Kubota Materials Canada Corporation,331514.0
"Salvation Army Wilkinson, Cawthra & Peel Family Shelters",623999.0
Bombardier Transportation Canada Inc,336510.0
St. Joseph's Care Group Hogarth Riverview Manor,623110.0
Niagara Institute,611430.0
Timiskaming Home Support/Soutien A Domicile,621610.0
Exterior Wall Systems Ltd (Ontario Panelization),238220.0
Lafarge Paving & Construction Ltd,237310.0
D.R.T. Construction Inc,238190.0
Kensington Village,623110.0
St Josephs Health Care,622111.0
Chatham-Kent Children's Services,624110.0
Metro Ontario Inc. C.O.B. As Loeb Cornwall,445110.0
Toronto Police Association,813930.0
Amalgamated Transit Union Local 113,813930.0
HCN - Revera Lessee (Lundy Manor) GP Inc.,623310.0
Canadian Union of Postal Workers/Syndicat Des Travailleurs Et Travailleuses Des Postes,813930.0
Tek-Mor Inc.,332810.0
Delta Ottawa City Centre Hotel,721111.0
Municipal Corporation of the City of Dryden,913910.0
Orillia Power Distribution Corp,221122.0
Miller Paving Ltd (Miller Group),237310.0
Alfa Hoteliers Inc D/B/A Hilton Garden Inn/Ajax,721111.0
Tie Trough Inc.,238170.0
Millenium Bricklayers (1338509 Ontario Ltd.),238140.0
Corporation of the Township of Red Rock,913910.0
Apollo 8 Maintenance Services Inc,561722.0
Outotec Auburn Ltd. Brendan Construction,811310.0
Sherbourne Health Centre,621494.0
Carillion Construction Canada,237310.0
BGIS O&M Solutions Inc.,531310.0
Lafarge Canada Inc.,327320.0
Total Crane & Erection Service Ltd,238910.0
Esm Metallurgical Products Inc,325130.0
Jadee Meat Products Limited,311614.0
"Revera Retirement L.P. By its General Partner Revera Retirement Genpar Inc. Operating as ""Colonel By""",623110.0
Manitoulin-Sudbury District Services Board,621911.0
Archibald Bros Ltd.,321216.0
"Foundation Building Materials a Division of Winroc (FBM Canada GSD, Inc.)",416390.0
Corporation of the City of Timmins,913140.0
Ideal Railings Ltd,332321.0
Sunny Print Limited,339950.0
Aspen Apartments (Building B) Limited,531310.0
Markham Stoufville Hospital (Uxbridge Site),622111.0
North Park Nursing Home Ltd,623110.0
Seaway Marine & Industrial Inc,336611.0
Bombardier Transportation,336510.0
Brant Community Healthcare System,622111.0
H.D. Industrial Services Inc,237990.0
Omni Facility Services Canada Corp,561722.0
Dtz Canada Incorporated,561722.0
Lakehead University,611310.0
York Condominium Corporation No. 289,531310.0
Manitoulin Lodge,623110.0
Dig-Con International,238140.0
Dicrete Construction Ltd,237310.0
Northview Nursing Home,623110.0
Walls and Ceilings Contractors Association of Ottawa,238310.0
Trent University,611310.0
Residence Saint-Louis,623110.0
David Martin Enterprises (London) Ltd,561722.0
Opta Waterdown Inc.,416310.0
Corporation of The City of London,623110.0
Metro Ontario Inc. c.o.b. Metro Cumberland ( previously Loeb Cumberland),445110.0
Junction Day Care Centre,624410.0
981196 Ontario Inc (Bopit Con),237310.0
"Corporation of the United Counties of Stormont, Dundas and Glengarry",913910.0
"Service Employees International Union, Local 1 Canada",813930.0
Corporation of the County of Prince Edward,913140.0
Board Of Directors Of The Hummingbird Centre For  The Performing Arts C/O/B/A Sony Centre,711111.0
Vinnys Sandblasting & Restoration Ltd,236220.0
Provigo Distribution Inc,413110.0
Spiniello Companies,237110.0
Voith Industrial Services Of Canada Inc.,
Center Line Paving Co,237310.0
Compass Group Canada (Health Services) Ltd.,722310.0
Kawartha Pine Ridge District School Board,611110.0
Ceva Freight Canada Corp.,493110.0
Dig-It Contractors Ltd,237130.0
Carefor Health & Community Services,621494.0
Canada Government,911110.0
Homeward Family Shelter o/a Julliette's Place,623991.0
Corporation of the Township of Mattice-Val Cote,913910.0
2197491 Ontario Limited c.o.b. as Barnabe's Your Independent Grocer,445110.0
Elegant Facade Inc,238220.0
Hastings And Prince Edward District School Board,611110.0
Corporation of The County of Hastings,623110.0
Calla Cement Finish Co Ltd,238190.0
Providence Care Mental Health Services,622210.0
Executive Hotels and Resorts Inc. c.o.b. as Executive Hotel Cosmopolitan,721111.0
Morgan Canada Inc,237990.0
North West Local Health Integration Network,621610.0
Regional Municipality of York Police Services Board,913130.0
1401911 Ontario Limited (Heidi’s Independent Grocer),445110.0
Associated Paving Co Ltd,237310.0
Nor Shore Inc.,327320.0
Quinte Health Care Corp (Assertive Community Treatment),622111.0
Millway Carpentry Ltd.,238350.0
Ryding Regency Meat Packers Ltd.,311614.0
Conseil Scolaire De District Catholique Des Aurores Boreales,611110.0
Niagara-on-the-Lake Hydro Inc,221122.0
Tricar Developments Inc,238120.0
Balmain Structures Ltd,236220.0
Lenscrafters International Inc.,446130.0
Air Liquide Canada Inc.,325120.0
Bel-Air Excavating And Grading Ltd.,237310.0
Carefor Health and Community Services,623310.0
Compass Group Canada (Eurest) Ltd,722310.0
High Road Maintenance,488490.0
Lambton Kent District School Board,611110.0
Durham District School Board,611110.0
Greater Toronto Airports Authority,488119.0
McMaster University,611310.0
Renaissance Personnel (Windsor) Inc.,561310.0
Parkway Parking of Canada Limited,812930.0
N I M Disposals Ltd,562210.0
Taranis Contracting Group Ltd.,237310.0
Watech Services Inc.,238350.0
Better Living at Thompson House,624210.0
Aluma Systems Inc.,493190.0
Ed Learn Ford Lincoln (2017) Ltd.,441110.0
Carizon Family and Community Services,624190.0
1252663 Ontario Inc (Premier Concrete Contractors),238120.0
Rosewood Retirement Home,623310.0
Marlisi Construction Ltd,237990.0
Lennox & Addington County General Hospital,622111.0
Operation Springboard,624190.0
A E Belmont Inc,237990.0
Rogers Media Inc. dba Sportsnet,515120.0
Macaulay Child Development Centre,624410.0
Thamesville Metal Products Ltd,327910.0
Lorna Marie Hubert o/a Niagara Traffic Services,237310.0
Victorian Order Of Nurses North Bay - Parry Sound Branch,621610.0
Gerdau Ameristeel - Whitby Plant,331514.0
AV Terrace Bay Inc.,322112.0
Dalmia Contracting Inc,238350.0
Lennox and Addington Resources for Children,624410.0
Community Living Toronto,623210.0
Gallo Ground Support,237120.0
Aramark Canada Ltd.,722310.0
HCN-Revera Lessee (Churchill Place) LP by its general partner HCN-Revera Lessee (Churchill Place) GP Inc. operating as Churchill Place,623310.0
Metropolitan Maintenance A Division of 469006 Ontario Inc.,561722.0
Victorian Order of Nurses,621610.0
Kingston Police Services Board,913130.0
Hamilton Mechanical Contractors Assn,236110.0
Canadian National Railway Co,482113.0
Pipesak Inc,237990.0
S & C Construction Consultants & Rental Inc,237130.0
Hurley Corp,561722.0
740170 Ontario Inc (Bell Contracting),236220.0
Crown In Right of Ontario Represented By Management Board of Cabinet (Ontario Government),912910.0
Interpaving Ltd,237110.0
Delta Hotels by Marriott Toronto East,721111.0
Concrete Drilling & Sawing Ltd,238110.0
Blue Line Taxi (Coventry Connections/Ziptrack/Taxitab),485310.0
King City Lodge Nursing Home,623110.0
Clarington Public Library Board,519121.0
Community Addiction and Mental Health Services of Haldimand and Norfolk,621494.0
Albright Gardens Homes Inc,623110.0
Bjw Tools & Equipment,237120.0
Shaneskin,238140.0
Eatonville Care Centre,623110.0
Corporation of The Town of Tecumseh,913910.0
Saputo Bakery Inc,413190.0
LSC Communications Canada Corp. d/b/a Tops Products Canada,322230.0
Canadian Linen and Uniform Service Co. Ltd.,812330.0
Bee-Clean Building Maintenance,561722.0
Ontario Northland Transportation Commission,485110.0
Magcin Concrete Ltd,238190.0
Hamilton Niagara Haldimand Brant Local Health Integration Network,621610.0
Daves Custom Trenching,237990.0
Flex-N-Gate Seeburn a Division of Ventra Group Co.,332210.0
Vision Sheet Metal Inc,238220.0
Diamond Stonebridge Contracting Inc,237130.0
Royal Agricultural Winter Fair of Canada,561920.0
Renfrew County District School Board,611110.0
BWXT Nuclear Energy Canada Inc.,332410.0
Mcbeath Bros Contracting Ltd,237110.0
Central East Local Health Integration Network,621610.0
Extendicare Southwood Lakes,623110.0
St. Lawrence Seaway Management Corporation/Corporation de Gestion de la Voie Maritime du Saint-Laurent,488310.0
Canadian Mental Health Association,621420.0
Flawless Roofing,238220.0
Omni Facilities Services Canada Ltd,561722.0
